Возраст;Субъект;Пол;Тип;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
40-44 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;5,3;4,8;5,3;5,6;4,7;6,1;3,8;5,5;4;4,7;5,9
45-49 лет;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;4,3;3,4;3,1;2,6;4,2;3,1;2,9;3,4;2,6;3,2;3,7
45-49 лет;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;4,4;3,1;2,3;2,9;4,9;2,6;2,7;4,3;3;3,3;3,2
45-49 лет;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;4,3;3,7;3,8;2,3;3,5;3,5;3,1;2,6;2,1;3,1;4,1
45-49 лет;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;12;10,4;10,2;8,7;11,6;10,3;9,3;9,5;9,3;8,7;10,5
45-49 лет;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;13,1;10,9;10,4;7,1;11,7;10,2;10,3;7,8;9,9;8,1;11,7
45-49 лет;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;11;9,9;10;10;11,5;10,4;8,4;10,8;8,7;9,3;9,6
45-49 лет;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;7,9;6,7;6,5;5,5;7,7;6,5;5,9;6,3;5,8;5,9;6,9
45-49 лет;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;8,3;6,7;6;4,8;8;6,1;6,2;5,9;6,2;5,6;7,1
45-49 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;7,6;6,7;6,9;6,1;7,5;6,9;5,7;6,7;5,4;6,1;6,8
50-54 лет;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;4,5;4,3;4,8;3,9;4,9;4,8;4,7;5,1;4,9;6,1;6,3
50-54 лет;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;3,1;3,6;5,5;4,1;4,3;4,6;4,5;4,7;3,5;5;6,5
50-54 лет;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;5,8;4,9;4,3;3,6;5,4;5,1;5;5,4;6,1;7,1;6
50-54 лет;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;15;14,7;14,6;15,1;12,5;15,6;14;12,4;13,6;13,6;16,7
50-54 лет;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;16,6;14,8;15,7;15,8;10;16,3;15,1;14,1;14,7;13,5;16,4
50-54 лет;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;13,6;14,6;13,8;14,6;14,4;15,1;13,3;11,2;12,9;13,6;16,9
50-54 лет;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;9,3;9,1;9,3;9;8,4;9,8;9,1;8,5;9;9,6;11,1
50-54 лет;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;9;8,5;10;9,2;6,8;9,8;9,2;8,9;8,5;8,8;10,9
50-54 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;9,6;9,5;8,8;8,8;9,7;9,9;9;8,2;9,4;10,2;11,3
55-59 лет;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;7,1;6,4;7,6;6,7;6;7,1;5,7;7,6;6,1;7,6;9,7
55-59 лет;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;6,4;5,8;7,2;6,5;6;7,3;6,2;8,1;5,7;8,5;7,3
55-59 лет;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;7,8;7;8;6,8;6,1;6,9;5,3;7,1;6,5;6,8;11,8
55-59 лет;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;22,3;16,7;19,5;20,6;19,5;18,1;18,2;18,1;16;18,6;22,7
55-59 лет;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;21;17,3;16,8;20,4;19,2;18,9;18,1;17,7;16;19,1;23,5
55-59 лет;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;23,5;16,2;21,6;20,7;19,7;17,4;18,3;18,4;16,1;18,3;22,2
55-59 лет;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;13,8;11;12,9;12,9;12;12;11,3;12,3;10,5;12,5;15,6
55-59 лет;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;12,6;10,7;11,2;12,4;11,6;12,2;11,3;12,2;10,1;13;14,2
55-59 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;15;11,3;14,3;13,3;12,4;11,8;11,3;12,3;10,9;12,1;16,7
5-9 лет;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,2;0;0,2;0,2;0;0,3;0,1;0,1;0,2;0,1;0
5-9 лет;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0;0;0;0,2;0;0,2;0;0,2;0,2;0;0
5-9 лет;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,3;0;0,4;0,3;0;0,4;0,1;0,1;0,3;0,1;0
5-9 лет;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;0,3;0,9;0,2;0,2;0,1;0,1;0,3;0,1;0;0,3;0,2
5-9 лет;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,5;0,7;0,2;0,2;0,2;0,2;0,3;0,1;0;0,3;0,1
5-9 лет;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,1;1;0,3;0,3;0;0,1;0,4;0,1;0;0,3;0,2
5-9 лет;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,3;0,5;0,2;0,2;0;0,2;0,2;0,1;0,1;0,2;0,1
5-9 лет;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,4;0,1;0,2;0,1;0,2;0,2;0,2;0,1;0,1;0,1
5-9 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,5;0,3;0,3;0;0,3;0,2;0,1;0,1;0,2;0,1
60-64 лет;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;13;10,7;9,3;9,4;8,9;11,3;9,6;9,7;9,1;10,5;13,9
60-64 лет;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;12,7;9,6;9,2;9,5;8,6;10,9;7,9;9,9;7,8;10,8;13,7
60-64 лет;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;13,4;11,8;9,3;9,3;9,2;11,7;11,2;9,5;10,3;10,2;14,1
60-64 лет;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;31,5;29;31,2;29,9;27,1;27,3;28,2;25,3;27;28,5;33,7
60-64 лет;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;33,9;30,8;28,9;27,4;26,4;24,8;28,3;27;27,7;28,3;36,3
60-64 лет;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;29;27,4;33,2;32,1;27,8;29,5;28,2;23,9;26,5;28,6;31,8
60-64 лет;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;20,9;18,5;18,5;18;16,6;18;17,4;16,3;16,8;18,2;22,4
60-64 лет;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;21,4;18,3;17,3;16,8;15,8;16,5;16,1;16,8;15,8;17,9;22,9
60-64 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;20,2;18,6;19,7;19,2;17,4;19,5;18,7;16;17,6;18,5;22
65-69 лет;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;18,1;16,7;15,8;17,8;18,6;15,5;14,3;15,6;16,8;17,6;21,7
65-69 лет;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;18,9;15,3;13,8;16,7;17;13,4;13,8;17,1;14,5;19,2;20,6
65-69 лет;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;17,2;18,2;17,8;19;20,3;17,7;14,9;14,1;19;16;22,8
65-69 лет;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;42,1;44,4;35,3;41,5;40,2;36,6;37,1;38;38,4;40,5;49,6
65-69 лет;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;40,6;47,9;34,2;40,6;38,5;36,9;36,1;36;37,4;45;52
65-69 лет;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;43,6;41,1;36,4;42,5;41,9;36,3;37,9;39,7;39,2;36,7;47,6
65-69 лет;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;27,3;27,7;23,6;27,3;27,2;23,9;23,4;24,5;25,4;26,8;32,8
65-69 лет;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;27,2;27,9;21,7;26;25,3;22,5;22,4;24,4;23,4;29,1;32,5
65-69 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;27,5;27,4;25,4;28,7;29,2;25,4;24,4;24,7;27,3;24,6;33,1
70-74 лет;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;31,5;32;30,2;30;27,2;28,4;25,7;24,5;23,2;29,9;38,1
70-74 лет;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;32,4;31,3;28,7;31,7;26,1;24,6;25,6;24,4;23,7;28,8;39,7
70-74 лет;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;30,7;32,7;31,5;28,5;28,3;32,1;25,8;24,7;22,6;31,1;36,3
70-74 лет;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;65,1;63,7;58,4;60,8;56,2;54,3;54,7;43,8;50,6;54,6;67,8
70-74 лет;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;66,4;60,4;54,6;68,5;57,9;49,4;54,9;45,1;50,1;52,9;66
70-74 лет;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;64;66,4;61,5;54,4;54,8;58,6;54,6;42,7;51;56,1;69,4
70-74 лет;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;43,2;43;39,9;40,5;37,2;37,6;36,4;31,7;33,4;39,1;49,1
70-74 лет;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;44,1;41,2;37,5;44,1;36,8;33,2;36;31,8;33,2;37,4;49,1
70-74 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;42,5;44,5;41,9;37,4;37,6;41,7;36,7;31,7;33,6;40,7;49,1
75-79 лет;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;56,2;54,6;47,1;53,2;51,7;50,7;49,4;46,3;46,8;48,7;57,1
75-79 лет;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;54,2;52,7;44,1;53,1;50,7;49,3;45,8;45,1;47,9;50,7;56,4
75-79 лет;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;58,1;56,2;49,6;53,4;52,6;51,9;52,5;47,2;45,8;46,9;57,7
75-79 лет;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;87,7;91,7;82,6;84,9;87,5;79,6;87,4;78,5;70,5;86,4;96,1
75-79 лет;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;95;91,4;78,6;84,4;85,7;73,9;73,9;77,8;62,7;86,7;94,3
75-79 лет;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;81,8;91,9;85,8;85,3;88,9;84,4;98,8;79,2;77,2;86,1;97,7
75-79 лет;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;67;67,2;58,9;63,6;63,2;59,7;61,2;56,2;54,1;60,6;69,8
75-79 лет;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;67,5;65,3;55,3;63,1;61,7;56,9;54,4;55,1;52,4;61,9;68,5
75-79 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;66,6;68,7;61,9;64,1;64,4;62,2;67,1;57,2;55,6;59,4;70,9
80-84 года;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;99,2;94;91,2;88,8;82;84,9;83,3;81;82,3;84,3;102,1
80-84 года;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;104,7;93,8;87,3;87,3;74,7;80,4;72,3;77,4;73,1;82,5;99,9
80-84 года;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;93,8;94,3;94,8;90,1;88,8;89;92,9;84,1;90,4;86;104,1
80-84 года;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;141,7;132;118,6;125,1;124,5;122,2;118,6;109,4;111,2;132,4;148,6
80-84 года;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;146,3;130,9;101,4;117,6;108,3;119,8;130,1;95,9;98,1;130,5;146,9
80-84 года;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;137,6;132,8;132,1;131,1;137,6;124,1;109,2;120,7;122,3;134;150
80-84 года;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;112,2;105,5;99,5;99,6;94,8;96,3;93,9;89,4;90,7;97,8;114,7
80-84 года;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;116,9;104,5;91,3;95,9;84,3;92;89,1;82,7;80,2;95,9;112,6
80-84 года;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;107,7;106,4;106,6;102,9;104;100;98;95,1;99,8;99,5;116,6
85 и старше;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;189,6;196;184,1;186;173,7;174,9;170,4;170,2;177,3;176,7;193,7
85 и старше;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;195,9;193,4;185,1;181,3;162,7;174,8;167,1;165,6;169,1;177,6;186,5
85 и старше;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;182,4;198,8;183,1;190,7;184,9;175;173,8;174,9;185,5;175,7;200,8
85 и старше;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;171,5;181,1;201,8;187,8;174,5;169,3;169,7;161,8;185,6;197,2;208,6
85 и старше;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;167,7;195,3;215,7;184,4;182,6;162,4;156,1;139,4;184,1;195,4;214,4
85 и старше;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;175,8;166,7;188,1;191;167,4;175,4;181,8;182;187;198,8;203,6
85 и старше;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;185,8;192,7;188,5;186,6;174;173,5;170,3;168;179,5;182,3;197,8
85 и старше;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;190;194,1;192,5;182,1;167,8;171,8;164,4;158,8;173;182,2;193,8
85 и старше;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;181,1;191,3;184,5;191;180,1;175,2;176,2;177;185,9;182,3;201,6
1-4 лет;        Республика Адыгея (Адыгея);Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,2;0,1;0,4;0,2;0,5;0,3;0,6;0,2;0,4;0;0
1-4 лет;        Республика Адыгея (Адыгея);Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,4;0;0,8;0,2;0,4;0,6;0,9;0,4;0,4;0;0
1-4 лет;        Республика Адыгея (Адыгея);Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0;0,2;0;0,2;0,5;0;0,3;0;0,4;0;0
1-4 лет;        Республика Адыгея (Адыгея);Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;0,8;0,3;0,9;0,3;0,5;0,5;0,5;0,2;0,4;0,4;0,3
1-4 лет;        Республика Адыгея (Адыгея);Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,6;0;1,2;0;0,6;0,4;0,9;0,2;0,3;0,5;0,2
1-4 лет;        Республика Адыгея (Адыгея);Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,9;0,5;0,8;0,5;0,5;0,6;0,2;0,3;0,5;0,2;0,4
1-4 лет;        Республика Адыгея (Адыгея);Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,5;0,2;0,7;0,2;0,5;0,4;0,6;0,2;0,4;0,2;0,1
1-4 лет;        Республика Адыгея (Адыгея);Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,5;0;1;0,1;0,5;0,5;0,9;0,3;0,3;0,3;0,1
1-4 лет;        Республика Адыгея (Адыгея);Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,5;0,3;0,4;0,3;0,5;0,3;0,2;0,2;0,4;0,1;0,2
0;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;5,3;10,2;6,5;5,8;8,1;5,8;4,5;2,1;4,9;4,1;6,6
0;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;3,8;10,6;5,2;5,3;6,2;5,2;2,8;1,8;4,4;2,1;6,5
0;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;8,6;9,5;9,6;7,1;14,8;8;10,4;3,1;6,8;10,9;7,1
0;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;6,9;9,7;8,9;6,9;7,3;9,1;6;6,3;6,3;3,8;4,6
0;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;6,3;8,3;10,9;7,3;7,5;6,5;4,8;5,5;4,2;3;5
0;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;8,2;13;4,3;6,3;7,1;18,6;10,2;8,9;13,8;6,8;3,1
0;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;6,2;10;7,7;6,4;7,7;7,5;5,3;4,3;5,6;3,9;5,5
0;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;5,1;9,4;8,1;6,3;6,8;5,9;3,9;3,7;4,3;2,5;5,7
0;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;8,4;11,3;6,8;6,7;10,7;13,5;10,3;6,1;10,3;8,7;5
10-14 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,2;0,3;0,2;0,1;0,3;0,2;0,1;0,4;0,1;0,1;0,2
10-14 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,1;0,3;0,1;0,1;0,3;0,3;0,1;0,4;0,2;0;0,3
10-14 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,5;0,3;0,3;0;0;0,5;0;0,5;0
10-14 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;0,3;0,2;0,3;0,5;0,5;0,2;0,1;0,3;0,3;0,2;0,2
10-14 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,2;0,3;0,4;0,4;0,3;0,1;0,3;0,3;0,3;0,2
10-14 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,3;0,8;0,7;0;0;0;0,2;0;0,5
10-14 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;0,2;0,3;0,3;0,3;0,4;0,2;0,1;0,3;0,2;0,2;0,2
10-14 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,2;0,3;0,2;0,2;0,3;0,3;0,1;0,3;0,3;0,2;0,2
10-14 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;0,3;0,3;0,4;0,5;0,5;0;0;0,3;0,1;0,2;0,2
15-19 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;0,5;1;0,6;0,6;0,6;0,6;0,4;0,7;0,4;0,5;0,3
15-19 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,5;1;0,3;0,5;0,4;0,5;0,4;0,5;0,6;0,4;0,3
15-19 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;0,5;1,2;1,8;0,9;1,3;0,9;0,3;1,2;0;0,8;0,6
15-19 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;1,4;1,7;0,9;0,9;0,7;0,7;0,8;0,6;0,8;1,2;0,6
15-19 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;1,2;1,2;0,6;1;0,1;0,4;0,5;0,8;0,8;1;0,5
15-19 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;2;3,3;1,8;0,5;2,7;1,3;1,6;0,3;0,5;2,1;0,8
15-19 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;1;1,4;0,8;0,8;0,7;0,6;0,6;0,7;0,6;0,9;0,5
15-19 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;0,9;1,1;0,5;0,8;0,2;0,5;0,5;0,7;0,7;0,7;0,4
15-19 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;1,3;2,4;1,8;0,7;2;1,1;1;0,7;0,3;1,5;0,7
20-24 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;1;0,8;1;0,9;0,9;0,6;0,4;0,7;0,6;0,1;1
20-24 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,5;0,7;0,8;0,7;0,6;0,4;0,4;0,6;0,5;0,1;0,5
20-24 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;2,6;0,9;2,1;1,8;2,1;1,2;0,6;0,8;0,9;0;2,1
20-24 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;2,4;2,9;2,9;2,5;2,3;1,8;1,5;0,9;1,3;1,7;1,9
20-24 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;2,1;1,9;2,5;2;1,7;1,7;1,1;0,8;0,7;1,4;1,4
20-24 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;3,1;5,9;4,2;3,8;4;2,1;2,6;1,1;3,2;2,8;3,3
20-24 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;1,8;2;2,1;1,8;1,7;1,3;1;0,8;1;1;1,5
20-24 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;1,4;1,3;1,7;1,5;1,3;1,2;0,8;0,7;0,6;0,9;1
20-24 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;2,9;3,9;3,4;3;3,3;1,7;1,7;1;2,2;1,5;2,8
25-29 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;1,6;1,6;1,3;1,3;1,4;1,2;1;0,7;0,6;1,1;0,8
25-29 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;0,9;1,2;1,1;0,7;1,1;1,1;1;0,6;0,7;1;0,4
25-29 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;3,8;3;1,8;3,3;2,3;1,7;1,2;1,1;0,3;1,3;2,2
25-29 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;4,4;4,3;4,7;5,1;3,5;3,2;2,8;2,3;1,7;2,7;2
25-29 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;3,9;3,7;3,8;4,9;3,4;2,8;2,2;2,2;1,8;2,3;1,8
25-29 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;5,9;5,9;6,8;5,7;3,6;4,2;4,3;2,5;1,5;3,7;2,6
25-29 лет;        Псковская область;Оба пола;все население;;;;;;;;;;;;;;;;;;;;;;3,1;3;3,1;3,4;2,5;2,3;2;1,6;1,2;2;1,5
25-29 лет;        Псковская область;Оба пола;городское население;;;;;;;;;;;;;;;;;;;;;;2,4;2,5;2,5;2,9;2,3;1,9;1,6;1,4;1,2;1,7;1,2
25-29 лет;        Псковская область;Оба пола;сельское население;;;;;;;;;;;;;;;;;;;;;;5;4,7;4,7;4,7;3,1;3,2;3,1;2;1,1;2,8;2,4
30-34 лет;        Псковская область;Женщины;все население;;;;;;;;;;;;;;;;;;;;;;2,6;1,8;2,8;2,4;2;1,5;1,6;1,7;1,8;1,7;2
30-34 лет;        Псковская область;Женщины;городское население;;;;;;;;;;;;;;;;;;;;;;2,1;1,3;2,3;2,2;1,6;1,1;1,5;1,4;1,5;1,1;1,9
30-34 лет;        Псковская область;Женщины;сельское население;;;;;;;;;;;;;;;;;;;;;;4,3;3,3;4,4;2,9;3,4;2,8;1,8;2,9;3;3,9;2,4
30-34 лет;        Псковская область;Мужчины;все население;;;;;;;;;;;;;;;;;;;;;;8;8,3;6,3;6,6;6,7;5,2;5,2;5,8;3,9;4,4;4,8
30-34 лет;        Псковская область;Мужчины;городское население;;;;;;;;;;;;;;;;;;;;;;7,3;7,1;5,3;5,9;6,3;4,4;4,7;5,4;4,1;4,4;4,3
30-34 лет;        Псковская область;Мужчины;сельское население;;;;;;;;;;;;;;;;;;;;;;9,9;11,7;8,8;8,5;8;7,5;6,4;7;3,3;4,3;6,1
